plant_name,season,region,watering_frequency,water_amount_liters,fertilizer_type,fertilizer_amount,nitrogen_requirement,phosphorus_requirement,potassium_requirement,micronutrients_required,sunlight_requirement,temperature_range_celsius,humidity_range_percent,wind_tolerance,care_instructions
Bamboo Palm,Windy,West Bengal,2 times/week (keep away from drafts),0.4-1,Palm special fertilizer,15g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,High,"Magnesium, Manganese",Bright indirect light to partial shade,18-27°C,60-80%,Low,Indoor plant - shield from drafts near open windows/AC vents rather than outdoor wind. Good air-purifying plant; mist leaves for humidity; avoid direct hot sun.
Bamboo Palm,Windy,Tamil Nadu,2 times/week (keep away from drafts),0.4-1,Palm special fertilizer,15g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,High,"Magnesium, Manganese",Bright indirect light to partial shade,18-27°C,55-75%,Low,Indoor plant - shield from drafts near open windows/AC vents rather than outdoor wind. Good air-purifying plant; mist leaves for humidity; avoid direct hot sun.
Sunflower,Summer,Karnataka,2-3 times/week,01-Mar,NPK 10-10-10,15g/plant/2 weeks (Full dose - active growth period),Medium,Medium,High,Boron,Full sun (6-8 hrs),19-29°C,45-65%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Summer,Maharashtra,2-3 times/week,01-Mar,NPK 10-10-10,15g/plant/2 weeks (Full dose - active growth period),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,40-60%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Summer,Andhra Pradesh,2-3 times/week,01-Mar,NPK 10-10-10,15g/plant/2 weeks (Full dose - active growth period),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Summer,Uttar Pradesh,2-3 times/week,01-Mar,NPK 10-10-10,15g/plant/2 weeks (Full dose - active growth period),Medium,Medium,High,Boron,Full sun (6-8 hrs),22-32°C,35-55%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Summer,Bihar,2-3 times/week,01-Mar,NPK 10-10-10,15g/plant/2 weeks (Full dose - active growth period),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Autumn,Karnataka,2 times/week,01-Feb,NPK 10-10-10,15g/plant/2 weeks (Full dose - transitional growing season),Medium,Medium,High,Boron,Full sun (6-8 hrs),19-29°C,45-65%,Low,Good blooming/growing season for many varieties; maintain regular watering. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Autumn,Maharashtra,2 times/week,01-Feb,NPK 10-10-10,15g/plant/2 weeks (Full dose - transitional growing season),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,40-60%,Low,Good blooming/growing season for many varieties; maintain regular watering. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Autumn,Andhra Pradesh,2 times/week,01-Feb,NPK 10-10-10,15g/plant/2 weeks (Full dose - transitional growing season),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Good blooming/growing season for many varieties; maintain regular watering. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Autumn,Uttar Pradesh,2 times/week,01-Feb,NPK 10-10-10,15g/plant/2 weeks (Full dose - transitional growing season),Medium,Medium,High,Boron,Full sun (6-8 hrs),22-32°C,35-55%,Low,Good blooming/growing season for many varieties; maintain regular watering. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Autumn,Bihar,2 times/week,01-Feb,NPK 10-10-10,15g/plant/2 weeks (Full dose - transitional growing season),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Good blooming/growing season for many varieties; maintain regular watering. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Monsoon,Karnataka,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10,7.5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,Boron,Full sun (6-8 hrs),19-29°C,45-65%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Monsoon,Maharashtra,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10,7.5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,40-60%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Monsoon,Andhra Pradesh,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10,7.5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Monsoon,Uttar Pradesh,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10,7.5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,Boron,Full sun (6-8 hrs),22-32°C,35-55%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Monsoon,Bihar,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10,7.5g/plant/2 weeks (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Winter,Karnataka,1-2 times/week,0.5-1.5,NPK 10-10-10,7.5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,Medium,High,Boron,Full sun (6-8 hrs),19-29°C,45-65%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Winter,Maharashtra,1-2 times/week,0.5-1.5,NPK 10-10-10,7.5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,40-60%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Winter,Andhra Pradesh,1-2 times/week,0.5-1.5,NPK 10-10-10,7.5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Winter,Uttar Pradesh,1-2 times/week,0.5-1.5,NPK 10-10-10,7.5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,Medium,High,Boron,Full sun (6-8 hrs),22-32°C,35-55%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Winter,Bihar,1-2 times/week,0.5-1.5,NPK 10-10-10,7.5g/plant/2 weeks (Half dose - reduced growth/dormancy),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Windy,Karnataka,3 times/week,1.5-3,NPK 10-10-10,15g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,Medium,High,Boron,Full sun (6-8 hrs),19-29°C,45-65%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Windy,Maharashtra,3 times/week,1.5-3,NPK 10-10-10,15g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,40-60%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Windy,Andhra Pradesh,3 times/week,1.5-3,NPK 10-10-10,15g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Windy,Uttar Pradesh,3 times/week,1.5-3,NPK 10-10-10,15g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,Medium,High,Boron,Full sun (6-8 hrs),22-32°C,35-55%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Stake tall varieties; consistent watering during budding and flowering.
Sunflower,Windy,Bihar,3 times/week,1.5-3,NPK 10-10-10,15g/plant/2 weeks (Full dose - same as normal growing schedule),Medium,Medium,High,Boron,Full sun (6-8 hrs),21-31°C,45-65%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Stake tall varieties; consistent watering during budding and flowering.
Hydrangea,Summer,Himachal Pradesh,2-3 times/week,01-Mar,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - active growth period),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,9-21°C,50-70%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Summer,Uttarakhand,2-3 times/week,01-Mar,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - active growth period),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,50-70%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Summer,West Bengal,2-3 times/week,01-Mar,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - active growth period),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,15-27°C,60-80%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Summer,Sikkim,2-3 times/week,01-Mar,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - active growth period),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,60-80%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Summer,Karnataka,2-3 times/week,01-Mar,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - active growth period),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,14-26°C,55-75%,Low,Deadhead spent blooms to encourage continuous flowering; water in early morning. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Autumn,Himachal Pradesh,2 times/week,01-Feb,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - transitional growing season),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,9-21°C,50-70%,Low,Good blooming/growing season for many varieties; maintain regular watering. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Autumn,Uttarakhand,2 times/week,01-Feb,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - transitional growing season),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,50-70%,Low,Good blooming/growing season for many varieties; maintain regular watering. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Autumn,West Bengal,2 times/week,01-Feb,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - transitional growing season),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,15-27°C,60-80%,Low,Good blooming/growing season for many varieties; maintain regular watering. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Autumn,Sikkim,2 times/week,01-Feb,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - transitional growing season),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,60-80%,Low,Good blooming/growing season for many varieties; maintain regular watering. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Autumn,Karnataka,2 times/week,01-Feb,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - transitional growing season),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,14-26°C,55-75%,Low,Good blooming/growing season for many varieties; maintain regular watering. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Monsoon,Himachal Pradesh,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,9-21°C,50-70%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Monsoon,Uttarakhand,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,50-70%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Monsoon,West Bengal,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,15-27°C,60-80%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Monsoon,Sikkim,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,60-80%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Monsoon,Karnataka,"Reduce - rely on rainfall, ensure drainage",0.5-1,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,14-26°C,55-75%,Low,Ensure excess water drains away; watch for fungal disease on flowers/foliage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Winter,Himachal Pradesh,1-2 times/week,0.5-1.5,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,9-21°C,50-70%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Winter,Uttarakhand,1-2 times/week,0.5-1.5,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,50-70%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Winter,West Bengal,1-2 times/week,0.5-1.5,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,15-27°C,60-80%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Winter,Sikkim,1-2 times/week,0.5-1.5,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,60-80%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Winter,Karnataka,1-2 times/week,0.5-1.5,NPK 10-10-10 (aluminum sulfate for blue blooms),10g/plant/month (Half dose - reduced growth/dormancy),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,14-26°C,55-75%,Low,Reduce watering for dormant types; cold-hardy bloomers continue flowering with regular care. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Windy,Himachal Pradesh,3 times/week,1.5-3,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,9-21°C,50-70%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Windy,Uttarakhand,3 times/week,1.5-3,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,50-70%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Windy,West Bengal,3 times/week,1.5-3,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,15-27°C,60-80%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Windy,Sikkim,3 times/week,1.5-3,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,10-22°C,60-80%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Hydrangea,Windy,Karnataka,3 times/week,1.5-3,NPK 10-10-10 (aluminum sulfate for blue blooms),20g/plant/month (Full dose - same as normal growing schedule),Medium,Medium,Medium,"Aluminum (color change), Iron",Partial shade to morning sun,14-26°C,55-75%,Low,Stake tall stems and place in a sheltered spot to prevent stem breakage and bloom damage. Keep soil consistently moist; prune according to bloom-on-old/new-wood type.
Neem,Summer,Tamil Nadu,2-3 times/week,05-Oct,Organic compost,50g/plant/month (Full dose - active growth period),Low,Low,Medium,Iron,Full sun,20-40°C,35-65%,High,"Deep, infrequent watering encourages strong root growth; mulch around base. Highly drought tolerant once established; minimal care needed; pest-repellent properties."
Neem,Summer,Andhra Pradesh,2-3 times/week,05-Oct,Organic compost,50g/plant/month (Full dose - active growth period),Low,Low,Medium,Iron,Full sun,21-41°C,35-65%,High,"Deep, infrequent watering encourages strong root growth; mulch around base. Highly drought tolerant once established; minimal care needed; pest-repellent properties."
Neem,Summer,Karnataka,2-3 times/week,05-Oct,Organic compost,50g/plant/month (Full dose - active growth period),Low,Low,Medium,Iron,Full sun,19-39°C,35-65%,High,"Deep, infrequent watering encourages strong root growth; mulch around base. Highly drought tolerant once established; minimal care needed; pest-repellent properties."
Neem,Summer,Maharashtra,2-3 times/week,05-Oct,Organic compost,50g/plant/month (Full dose - active growth period),Low,Low,Medium,Iron,Full sun,21-41°C,30-60%,High,"Deep, infrequent watering encourages strong root growth; mulch around base. Highly drought tolerant once established; minimal care needed; pest-repellent properties."
Neem,Summer,Rajasthan,2-3 times/week,05-Oct,Organic compost,50g/plant/month (Full dose - active growth period),Low,Low,Medium,Iron,Full sun,24-44°C,15-45%,High,"Deep, infrequent watering encourages strong root growth; mulch around base. Highly drought tolerant once established; minimal care needed; pest-repellent properties."
Neem,Autumn,Tamil Nadu,1-2 times/week,03-Jul,Organic compost,50g/plant/month (Full dose - transitional growing season),Low,Low,Medium,Iron,Full sun,20-40°C,35-65%,High,Reduce watering gradually as growth slows; good season for planting/transplanting. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Autumn,Andhra Pradesh,1-2 times/week,03-Jul,Organic compost,50g/plant/month (Full dose - transitional growing season),Low,Low,Medium,Iron,Full sun,21-41°C,35-65%,High,Reduce watering gradually as growth slows; good season for planting/transplanting. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Autumn,Karnataka,1-2 times/week,03-Jul,Organic compost,50g/plant/month (Full dose - transitional growing season),Low,Low,Medium,Iron,Full sun,19-39°C,35-65%,High,Reduce watering gradually as growth slows; good season for planting/transplanting. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Autumn,Maharashtra,1-2 times/week,03-Jul,Organic compost,50g/plant/month (Full dose - transitional growing season),Low,Low,Medium,Iron,Full sun,21-41°C,30-60%,High,Reduce watering gradually as growth slows; good season for planting/transplanting. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Autumn,Rajasthan,1-2 times/week,03-Jul,Organic compost,50g/plant/month (Full dose - transitional growing season),Low,Low,Medium,Iron,Full sun,24-44°C,15-45%,High,Reduce watering gradually as growth slows; good season for planting/transplanting. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Monsoon,Tamil Nadu,Minimal - rainfall usually sufficient,0-2,Organic compost,25g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Low,Low,Medium,Iron,Full sun,20-40°C,35-65%,High,Ensure soil drains well to prevent waterlogging around roots; avoid fertilizing. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Monsoon,Andhra Pradesh,Minimal - rainfall usually sufficient,0-2,Organic compost,25g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Low,Low,Medium,Iron,Full sun,21-41°C,35-65%,High,Ensure soil drains well to prevent waterlogging around roots; avoid fertilizing. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Monsoon,Karnataka,Minimal - rainfall usually sufficient,0-2,Organic compost,25g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Low,Low,Medium,Iron,Full sun,19-39°C,35-65%,High,Ensure soil drains well to prevent waterlogging around roots; avoid fertilizing. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Monsoon,Maharashtra,Minimal - rainfall usually sufficient,0-2,Organic compost,25g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Low,Low,Medium,Iron,Full sun,21-41°C,30-60%,High,Ensure soil drains well to prevent waterlogging around roots; avoid fertilizing. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Monsoon,Rajasthan,Minimal - rainfall usually sufficient,0-2,Organic compost,25g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Low,Low,Medium,Iron,Full sun,24-44°C,15-45%,High,Ensure soil drains well to prevent waterlogging around roots; avoid fertilizing. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Winter,Tamil Nadu,1 time/week,02-May,Organic compost,25g/plant/month (Half dose - reduced growth/dormancy),Low,Low,Medium,Iron,Full sun,20-40°C,35-65%,High,Water sparingly; protect young trees from cold with mulch or wrapping if frost-prone. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Winter,Andhra Pradesh,1 time/week,02-May,Organic compost,25g/plant/month (Half dose - reduced growth/dormancy),Low,Low,Medium,Iron,Full sun,21-41°C,35-65%,High,Water sparingly; protect young trees from cold with mulch or wrapping if frost-prone. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Winter,Karnataka,1 time/week,02-May,Organic compost,25g/plant/month (Half dose - reduced growth/dormancy),Low,Low,Medium,Iron,Full sun,19-39°C,35-65%,High,Water sparingly; protect young trees from cold with mulch or wrapping if frost-prone. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Winter,Maharashtra,1 time/week,02-May,Organic compost,25g/plant/month (Half dose - reduced growth/dormancy),Low,Low,Medium,Iron,Full sun,21-41°C,30-60%,High,Water sparingly; protect young trees from cold with mulch or wrapping if frost-prone. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Winter,Rajasthan,1 time/week,02-May,Organic compost,25g/plant/month (Half dose - reduced growth/dormancy),Low,Low,Medium,Iron,Full sun,24-44°C,15-45%,High,Water sparingly; protect young trees from cold with mulch or wrapping if frost-prone. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Windy,Tamil Nadu,2 times/week,05-Aug,Organic compost,50g/plant/month (Full dose - same as normal growing schedule),Low,Low,Medium,Iron,Full sun,20-40°C,35-65%,High,Stake young trees firmly; established trees are generally wind tolerant. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Windy,Andhra Pradesh,2 times/week,05-Aug,Organic compost,50g/plant/month (Full dose - same as normal growing schedule),Low,Low,Medium,Iron,Full sun,21-41°C,35-65%,High,Stake young trees firmly; established trees are generally wind tolerant. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Windy,Karnataka,2 times/week,05-Aug,Organic compost,50g/plant/month (Full dose - same as normal growing schedule),Low,Low,Medium,Iron,Full sun,19-39°C,35-65%,High,Stake young trees firmly; established trees are generally wind tolerant. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Windy,Maharashtra,2 times/week,05-Aug,Organic compost,50g/plant/month (Full dose - same as normal growing schedule),Low,Low,Medium,Iron,Full sun,21-41°C,30-60%,High,Stake young trees firmly; established trees are generally wind tolerant. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Neem,Windy,Rajasthan,2 times/week,05-Aug,Organic compost,50g/plant/month (Full dose - same as normal growing schedule),Low,Low,Medium,Iron,Full sun,24-44°C,15-45%,High,Stake young trees firmly; established trees are generally wind tolerant. Highly drought tolerant once established; minimal care needed; pest-repellent properties.
Curry Leaves,Summer,Tamil Nadu,Daily/alternate days,0.5-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,20-35°C,45-65%,Medium,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Summer,Karnataka,Daily/alternate days,0.5-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,45-65%,Medium,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Summer,Andhra Pradesh,Daily/alternate days,0.5-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,45-65%,Medium,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
