plant_name,country,state_or_region,continent,native_status,cultivation_status,climate_zone,best_growing_season,best_growing_months,temperature_min,temperature_max,annual_rainfall_min,annual_rainfall_max,humidity_min,humidity_max,altitude_min,altitude_max,soil_suitability,water_availability,sunlight_condition,frost_tolerance,heat_tolerance,drought_tolerance,salinity_tolerance,wind_tolerance,common_growing_method,commercial_production,remarks,,
Passion Fruit,Peru,Cajamarca,South America,No,Commercial,Subtropical,Summer,November-February,15,28,800,1500,55,80,500,1800,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Trellis,Yes,Large-scale cultivation for juice exports.,,
Passion Fruit,Kenya,Kiambu,Africa,No,Commercial,Subtropical,Year-round,January-December,15,28,900,1600,60,80,1200,2200,Fertile Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Trellis,Yes,Kenya is one of Africa's leading exporters.,,
Passion Fruit,South Africa,KwaZulu-Natal,Africa,No,Commercial,Subtropical,Summer,December-March,16,30,800,1400,55,80,200,1200,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Trellis,Yes,Commercial cultivation supports fresh fruit markets.,,
Passion Fruit,India,Karnataka,Asia,No,Commercial,Tropical,Rainy,July-October,18,32,700,1200,55,80,600,1400,Red Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Trellis,Yes,Karnataka is India's leading passion fruit-producing state.,,
Passion Fruit,India,Meghalaya,Asia,No,Commercial,Subtropical,Rainy,August-November,16,28,1500,2500,65,90,800,1800,Acidic Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Trellis,Yes,Commercial cultivation is expanding in northeastern India.,,
Passion Fruit,Australia,Queensland,Oceania,No,Commercial,Subtropical,Summer,January-April,18,30,800,1500,60,85,0,800,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Trellis,Yes,Queensland is Australia's primary passion fruit region.,,
Passion Fruit,New Zealand,Northland,Oceania,No,Commercial,Subtropical,Autumn,March-May,15,27,1000,1800,60,85,0,500,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Trellis,Yes,Commercial production is concentrated in warmer northern regions.,,
Passion Fruit,Vietnam,Lam Dong,Asia,No,Commercial,Tropical,Year-round,January-December,16,28,1200,2000,60,85,800,1800,Volcanic Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Trellis,Yes,Vietnam has rapidly expanded passion fruit cultivation for export.,,
Star Fruit,Malaysia,Selangor,Asia,Yes,Commercial,Tropical,Year-round,January-December,22,34,1800,2500,70,90,0,500,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Malaysia is one of the native homes of star fruit and a major producer.,,
Star Fruit,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,35,700,1200,55,80,300,900,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Widely cultivated in southern India for fresh consumption.,,
Star Fruit,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,2000,3000,70,90,0,800,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Thrives well in Kerala's humid tropical climate.,,
Star Fruit,Sri Lanka,Western Province,Asia,No,Commercial,Tropical,Year-round,January-December,22,33,1800,2500,70,90,0,500,Loamy Soil,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Home Garden,Yes,Commonly cultivated in home gardens and orchards.,,
Star Fruit,Thailand,Chanthaburi,Asia,No,Commercial,Tropical,Year-round,January-December,23,35,1200,2000,65,85,0,400,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Major commercial fruit-growing province.,,
Star Fruit,Philippines,Laguna,Asia,No,Commercial,Tropical,Year-round,January-December,23,34,1800,2500,70,90,0,400,Volcanic Loamy Soil,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation supplies domestic markets.,,
Star Fruit,Taiwan,Kaohsiung,Asia,No,Commercial,Subtropical,Autumn,August-November,18,32,1500,2200,60,85,0,600,Fertile Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Taiwan produces premium-quality star fruits.,,
Star Fruit,Brazil,São Paulo,South America,No,Commercial,Tropical,Summer,November-February,20,33,1000,1800,60,85,0,800,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Brazil has significant commercial cultivation.,,
Star Fruit,Australia,Queensland,Oceania,No,Commercial,Tropical,Summer,December-March,20,32,1000,1800,60,85,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Queensland is Australia's main star fruit-producing region.,,
Star Fruit,United States,Florida,North America,No,Commercial,Tropical,Summer,June-September,20,34,1000,1600,60,85,0,100,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,South Florida supports commercial star fruit production.,,
Custard Apple,India,Maharashtra,Asia,No,Commercial,Tropical,Monsoon,August-October,20,38,600,1000,45,75,200,800,Well-drained Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Orchard,Yes,Maharashtra is India's leading custard apple-producing state.,,
Custard Apple,India,Andhra Pradesh,Asia,No,Commercial,Tropical,Monsoon,August-October,22,38,700,1100,45,75,100,700,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Widely cultivated in semi-arid regions under rainfed conditions.,,
Custard Apple,India,Telangana,Asia,No,Commercial,Tropical,Monsoon,August-October,22,39,600,1000,40,70,200,700,Black Cotton Soil,Low,Full Sun,Low,High,High,Low,Medium,Orchard,Yes,Commercial orchards supply fresh fruit markets.,,
Custard Apple,Brazil,Bahia,South America,No,Commercial,Tropical,Summer,December-March,22,34,1000,1800,60,85,0,700,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Brazil has extensive commercial cultivation of Annona species.,,
Custard Apple,Mexico,Veracruz,North America,Yes,Commercial,Tropical,Summer,July-October,22,34,1000,1800,60,85,0,1000,Volcanic Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Mexico is part of the native range of custard apple.,,
Custard Apple,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Rainy,August-November,22,34,1000,1800,60,85,300,900,Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commercial cultivation supports domestic fruit markets.,,
Custard Apple,Philippines,Laguna,Asia,No,Commercial,Tropical,Year-round,January-December,23,34,1800,2500,70,90,0,500,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Home Garden,Yes,Common fruit tree in tropical orchards and home gardens.,,
Custard Apple,Sri Lanka,Central Province,Asia,No,Commercial,Tropical,Monsoon,August-November,22,33,1500,2500,65,90,200,900,Laterite Loam,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Cultivated for fresh fruit and local markets.,,
Custard Apple,Australia,Queensland,Oceania,No,Commercial,Subtropical,Summer,January-March,20,32,800,1500,55,80,0,600,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Queensland supports commercial custard apple production.,,
Custard Apple,South Africa,Limpopo,Africa,No,Commercial,Subtropical,Summer,December-March,18,32,500,1000,50,75,300,1000,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commercial cultivation is expanding in warm subtropical areas.,,
Persimmon,China,Shaanxi,Asia,Yes,Commercial,Temperate,Autumn,September-November,8,30,500,900,45,70,300,1200,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,China is the world's largest producer of persimmons.,,
Persimmon,Japan,Wakayama,Asia,No,Commercial,Temperate,Autumn,October-November,7,28,1000,1800,55,80,0,800,Well-drained Sandy Loam,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Wakayama is renowned for high-quality persimmons.,,
Persimmon,South Korea,Gyeongsangbuk-do,Asia,No,Commercial,Temperate,Autumn,September-November,6,28,800,1400,50,75,100,700,Fertile Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Major commercial persimmon-growing province.,,
Persimmon,Spain,Valencia,Europe,No,Commercial,Mediterranean,Autumn,October-November,10,32,300,700,40,65,0,500,Well-drained Loamy Soil,Low,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Valencia produces the famous Rojo Brillante persimmon.,,
Persimmon,Italy,Campania,Europe,No,Commercial,Mediterranean,Autumn,October-November,10,30,500,900,45,70,0,600,Volcanic Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Traditional persimmon-growing region.,,
Persimmon,Brazil,São Paulo,South America,No,Commercial,Subtropical,Autumn,March-May,15,30,1000,1600,60,80,0,800,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Brazil is a leading Southern Hemisphere producer.,,
Persimmon,United States,California,North America,No,Commercial,Mediterranean,Autumn,September-November,10,34,200,600,35,60,0,800,Sandy Loam,Low,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,California dominates U.S. persimmon production.,,
Persimmon,Australia,Victoria,Oceania,No,Commercial,Temperate,Autumn,April-May,8,28,500,900,45,70,100,700,Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Commercial orchards supply domestic markets.,,
Persimmon,New Zealand,Hawke's Bay,Oceania,No,Commercial,Temperate,Autumn,April-May,8,26,700,1200,50,75,0,500,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Persimmons are grown in warm temperate regions.,,
Persimmon,India,Himachal Pradesh,Asia,No,Limited,Temperate,Autumn,October-November,6,26,900,1500,50,80,1200,2200,Mountain Loamy Soil,Moderate,Full Sun,Medium,Low,Low,Low,Medium,Orchard,Limited,Experimental cultivation is expanding in Himalayan regions.,,
Cranberry,United States,Wisconsin,North America,Yes,Commercial,Temperate,Autumn,September-November,2,25,700,1200,55,85,200,500,Acidic Peaty Soil,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Yes,Wisconsin produces over half of the U.S. cranberry crop.,,
Cranberry,Canada,British Columbia,North America,No,Commercial,Temperate,Autumn,September-October,2,22,800,1500,60,85,100,400,Acidic Peat Soil,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Yes,Major cranberry-growing province in Canada.,,
Cranberry,Canada,Quebec,North America,No,Commercial,Temperate,Autumn,September-October,1,22,800,1400,60,85,100,300,Acidic Sandy Peat,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Yes,Large commercial farms supply domestic and export markets.,,
Cranberry,United States,Massachusetts,North America,Yes,Commercial,Temperate,Autumn,September-October,2,24,900,1300,60,85,0,200,Acidic Peaty Soil,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Yes,Historic cranberry-producing region.,,
Cranberry,United States,New Jersey,North America,Yes,Commercial,Temperate,Autumn,September-October,3,26,900,1300,60,85,0,200,Acidic Sandy Peat,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Yes,Produces cranberries for juice and processed foods.,,
Cranberry,Chile,Los Lagos,South America,No,Commercial,Temperate,Autumn,March-May,5,22,900,1500,60,85,100,600,Acidic Peaty Soil,High,Full Sun,Medium,Low,Low,Low,Medium,Bog Cultivation,Yes,Commercial production supports Southern Hemisphere supply.,,
Cranberry,Latvia,Vidzeme,Europe,No,Commercial,Temperate,Autumn,September-October,1,21,700,1100,60,85,0,300,Peaty Soil,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Limited,Cranberries are cultivated alongside wild harvesting.,,
Cranberry,Lithuania,Aukštaitija,Europe,No,Commercial,Temperate,Autumn,September-October,1,22,700,1200,60,85,0,300,Acidic Peat Soil,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Limited,Small-scale commercial cultivation exists.,,
Cranberry,Belarus,Minsk Region,Europe,No,Commercial,Temperate,Autumn,September-October,0,22,600,1100,60,85,100,300,Peaty Marsh Soil,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Limited,Cranberries thrive in natural peat bogs.,,
Cranberry,Poland,Pomeranian Voivodeship,Europe,No,Commercial,Temperate,Autumn,September-October,2,23,700,1200,60,85,0,300,Acidic Peaty Soil,High,Full Sun,High,Low,Low,Low,Medium,Bog Cultivation,Limited,Commercial cultivation is gradually expanding.,,
Mulberry,China,Shandong,Asia,Yes,Commercial,Temperate,Spring,April-June,8,30,600,1000,45,75,0,800,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,China is the world's largest producer of mulberries and supports the silk industry.,,
Mulberry,India,Karnataka,Asia,No,Commercial,Tropical,Spring,March-May,18,36,600,1000,45,75,500,900,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Karnataka is a major mulberry-growing state for sericulture.,,
Mulberry,India,Tamil Nadu,Asia,No,Commercial,Tropical,Spring,March-May,20,38,700,1200,50,80,0,700,Red Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Widely cultivated to support silkworm rearing.,,
Mulberry,Turkey,Bursa,Asia,No,Commercial,Mediterranean,Spring,May-June,10,32,500,900,45,70,100,800,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,Bursa is famous for high-quality black mulberries.,,
Mulberry,Iran,Khorasan Razavi,Asia,No,Commercial,Semi-arid,Spring,May-June,10,34,250,500,35,60,500,1500,Sandy Loam,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Mulberries are widely grown for fresh fruit and drying.,,
Mulberry,Uzbekistan,Tashkent,Asia,No,Commercial,Continental,Spring,May-June,8,36,200,500,35,60,300,1200,Loamy Soil,Low,Full Sun,Medium,High,High,Low,Medium,Orchard,Yes,Mulberries are an important traditional fruit crop.,,
Mulberry,Italy,Emilia-Romagna,Europe,No,Commercial,Temperate,Spring,May-June,8,30,600,1000,45,75,0,600,Fertile Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Limited,Historically cultivated for silk production.,,
Mulberry,United States,California,North America,No,Commercial,Mediterranean,Spring,May-June,10,35,300,700,35,65,0,700,Sandy Loam,Low,Full Sun,Medium,High,Medium,Low,Medium,Orchard,Limited,Commercial cultivation is limited but expanding.,,
Mulberry,Greece,Central Macedonia,Europe,No,Commercial,Mediterranean,Spring,May-June,10,32,400,800,40,70,0,600,Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Limited,Grown for fruit and traditional sericulture.,,
Mulberry,Brazil,Rio Grande do Sul,South America,No,Commercial,Subtropical,Spring,October-December,15,32,900,1500,55,80,0,700,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Limited,Cultivated for fruit production and silkworm farming.,,
Apricot,Turkey,Malatya,Asia,Yes,Commercial,Temperate,Summer,June-August,5,30,300,700,35,65,800,1800,Well-drained Loamy Soil,Low,Full Sun,High,Medium,Medium,Low,Medium,Orchard,Yes,Malatya is the world's leading apricot-producing region.,,
Apricot,Iran,East Azerbaijan,Asia,No,Commercial,Continental,Summer,June-July,4,30,250,600,35,60,1000,2200,Loamy Soil,Low,Full Sun,High,Medium,Medium,Low,Medium,Orchard,Yes,Iran is one of the world's largest apricot producers.,,
Apricot,Uzbekistan,Samarkand,Asia,No,Commercial,Continental,Summer,June-July,5,32,200,500,30,55,500,1500,Well-drained Sandy Loam,Low,Full Sun,High,High,Medium,Low,Medium,Orchard,Yes,Apricots are widely cultivated for fresh fruit and drying.,,
Apricot,Italy,Emilia-Romagna,Europe,No,Commercial,Mediterranean,Summer,June-July,6,30,500,900,40,70,0,600,Fertile Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,One of Italy's major apricot-growing regions.,,
Apricot,Spain,Murcia,Europe,No,Commercial,Mediterranean,Summer,May-July,7,32,250,500,35,60,0,700,Calcareous Loam,Low,Full Sun,Medium,High,Medium,Low,Medium,Orchard,Yes,Murcia is a major apricot-exporting region.,,
Apricot,France,Rhône-Alpes,Europe,No,Commercial,Temperate,Summer,June-July,5,28,600,900,45,70,200,800,Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Famous for premium dessert apricots.,,
Apricot,China,Xinjiang,Asia,No,Commercial,Arid,Summer,June-August,6,34,100,300,25,50,800,1800,Sandy Loam,Low,Full Sun,High,High,High,Low,Medium,Orchard,Yes,Xinjiang is one of China's largest apricot-producing areas.,,
Apricot,Pakistan,Gilgit-Baltistan,Asia,No,Commercial,Mountain,Summer,June-August,4,26,200,500,35,60,1500,2500,Mountain Loamy Soil,Low,Full Sun,High,Low,Medium,Low,Medium,Orchard,Yes,High-altitude valleys produce excellent-quality apricots.,,
Apricot,United States,California,North America,No,Commercial,Mediterranean,Summer,May-July,7,34,200,600,35,60,0,800,Sandy Loam,Low,Full Sun,Medium,High,Medium,Low,Medium,Orchard,Yes,California accounts for most U.S. apricot production.,,
Apricot,India,Himachal Pradesh,Asia,No,Commercial,Temperate,Summer,June-July,4,26,800,1400,45,70,1200,2500,Mountain Loamy Soil,Moderate,Full Sun,High,Low,Low,Low,Medium,Orchard,Limited,Commercial cultivation is concentrated in Himalayan hill districts.,,
Nectarine,China,Hebei,Asia,No,Commercial,Temperate,Summer,June-August,7,30,500,900,45,70,100,1200,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,China is the world's largest producer of nectarines.,,
Nectarine,Spain,Murcia,Europe,No,Commercial,Mediterranean,Summer,May-July,8,32,250,500,35,60,0,700,Calcareous Loam,Low,Full Sun,Medium,High,Medium,Low,Medium,Orchard,Yes,Murcia is a leading nectarine-exporting region.,,
Nectarine,Italy,Emilia-Romagna,Europe,No,Commercial,Mediterranean,Summer,June-August,7,31,500,900,40,70,0,600,Fertile Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,Produces premium fresh-market nectarines.,,
Nectarine,Greece,Central Macedonia,Europe,No,Commercial,Mediterranean,Summer,June-August,7,32,400,800,40,65,0,700,Well-drained Loamy Soil,Moderate,Full Sun,Medium,High,Medium,Low,Medium,Orchard,Yes,Greece is a significant European nectarine producer.,,
Nectarine,United States,California,North America,No,Commercial,Mediterranean,Summer,May-August,8,35,200,600,35,60,0,800,Sandy Loam,Low,Full Sun,Medium,High,Medium,Low,Medium,Orchard,Yes,California produces the majority of U.S. nectarines.,,
Nectarine,France,Occitanie,Europe,No,Commercial,Temperate,Summer,June-August,6,29,500,900,45,70,100,700,Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Known for high-quality dessert nectarines.,,
Nectarine,Chile,O'Higgins,South America,No,Commercial,Mediterranean,Summer,December-February,8,30,300,700,40,65,100,700,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,Major Southern Hemisphere exporter.,,
Nectarine,Australia,Victoria,Oceania,No,Commercial,Temperate,Summer,December-February,7,30,500,900,45,70,100,700,Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Victoria is Australia's primary nectarine-growing region.,,
Nectarine,South Africa,Western Cape,Africa,No,Commercial,Mediterranean,Summer,November-January,8,30,300,700,40,65,100,700,Sandy Loam,Moderate,Full Sun,Medium,High,Medium,Low,Medium,Orchard,Yes,Produces nectarines for both domestic and export markets.,,
Nectarine,India,Himachal Pradesh,Asia,No,Limited,Temperate,Summer,June-August,5,26,800,1400,45,70,1200,2500,Mountain Loamy Soil,Moderate,Full Sun,High,Low,Low,Low,Medium,Orchard,Limited,Experimental and small-scale commercial cultivation in Himalayan regions.,,
Pomelo,China,Fujian,Asia,Yes,Commercial,Subtropical,Autumn,September-November,15,32,1000,1800,60,85,0,800,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,China is the world's largest producer of pomelos.,,
Pomelo,Thailand,Nakhon Pathom,Asia,No,Commercial,Tropical,Autumn,August-October,22,34,1200,2000,65,90,0,300,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Thailand exports premium pomelo varieties worldwide.,,
Pomelo,Vietnam,B?n Tre,Asia,No,Commercial,Tropical,Autumn,September-November,22,34,1400,2200,65,90,0,300,Alluvial Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,B?n Tre is well known for high-quality pomelo cultivation.,,
Pomelo,Malaysia,Perak,Asia,No,Commercial,Tropical,Year-round,January-December,23,34,1800,2500,70,90,0,400,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Commercial orchards produce fruit for domestic and export markets.,,
Pomelo,India,Tamil Nadu,Asia,No,Commercial,Tropical,Autumn,September-November,22,36,700,1200,55,80,0,600,Red Loamy Soil,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Yes,Cultivated in southern districts for fresh fruit markets.,,
Pomelo,India,Assam,Asia,No,Commercial,Humid Subtropical,Autumn,September-November,18,32,1500,2500,65,90,100,800,Alluvial Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Popular citrus fruit in northeastern India.,,
Pomelo,Indonesia,West Java,Asia,No,Commercial,Tropical,Year-round,January-December,22,33,1800,3000,70,90,0,700,Volcanic Loamy Soil,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation supports domestic demand.,,
Pomelo,Philippines,Davao Region,Asia,No,Commercial,Tropical,Autumn,August-November,23,34,1800,2500,70,90,0,600,Fertile Loamy Soil,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Davao is a major citrus-growing region.,,
Pomelo,United States,Florida,North America,No,Commercial,Subtropical,Autumn,October-December,18,33,1000,1600,60,85,0,100,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Orchard,Limited,Small-scale commercial cultivation occurs in southern Florida.,,
Pomelo,Israel,Galilee,Asia,No,Commercial,Mediterranean,Autumn,October-November,12,30,400,800,45,70,0,500,Well-drained Loamy Soil,Low,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Produces premium citrus fruits including pomelo for export.,,
Mangosteen,Indonesia,West Java,Asia,Yes,Commercial,Tropical,Monsoon,May-August,22,34,1800,3000,70,95,0,800,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Orchard,Yes,Indonesia is one of the world's largest mangosteen producers and exporters.,,
Mangosteen,Thailand,Chanthaburi,Asia,No,Commercial,Tropical,Monsoon,May-August,22,35,1500,2500,70,90,0,500,Deep Loamy Soil,High,Partial Shade,Low,High,Low,Low,Medium,Orchard,Yes,Chanthaburi is Thailand's leading mangosteen-producing province.,,
Mangosteen,Malaysia,Pahang,Asia,Yes,Commercial,Tropical,Year-round,January-December,23,33,2000,3000,75,95,0,600,Well-drained Lateritic Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Orchard,Yes,Mangosteen is widely cultivated for domestic use and export.,,
Mangosteen,Philippines,Davao Region,Asia,No,Commercial,Tropical,Monsoon,June-August,23,34,1800,2800,70,90,0,700,Fertile Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Orchard,Yes,Davao has favorable conditions for commercial mangosteen cultivation.,,
Mangosteen,India,Kerala,Asia,No,Commercial,Tropical,Monsoon,June-August,22,34,2000,3500,75,95,0,800,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Orchard,Limited,Cultivated in humid regions of Kerala.,,
Mangosteen,India,Tamil Nadu,Asia,No,Commercial,Tropical,Monsoon,June-August,22,36,900,1600,60,85,300,900,Red Loamy Soil,Moderate,Partial Shade,Low,High,Medium,Low,Medium,Orchard,Limited,Commercial cultivation is increasing in the Western Ghats.,,
Mangosteen,Sri Lanka,Central Province,Asia,No,Commercial,Tropical,Monsoon,June-August,22,32,1800,3000,75,95,300,1200,Well-drained Loamy Soil,High,Partial Shade,Low,Medium,Low,Low,Medium,Orchard,Yes,Commonly cultivated in the wet zone.,,
Mangosteen,Vietnam,??ng Nai,Asia,No,Commercial,Tropical,Rainy,May-August,23,34,1600,2500,70,90,0,400,Alluvial Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Orchard,Yes,Commercial orchards supply domestic and export markets.,,
Mangosteen,Brazil,Bahia,South America,No,Commercial,Tropical,Summer,December-March,22,33,1200,2200,65,90,0,700,Well-drained Loamy Soil,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Orchard,Limited,Grown in tropical fruit plantations.,,
Mangosteen,Australia,Queensland,Oceania,No,Commercial,Tropical,Summer,December-February,22,32,1200,2000,65,90,0,500,Sandy Loam,Moderate,Partial Shade,Low,Medium,Medium,Low,Medium,Orchard,Limited,Limited commercial cultivation in tropical northern Queensland.,,
Durian,Thailand,Chanthaburi,Asia,No,Commercial,Tropical,Summer,May-August,22,35,1500,2500,70,95,0,600,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Thailand is the world's largest exporter of durian.,,
Durian,Malaysia,Pahang,Asia,Yes,Commercial,Tropical,Year-round,June-August,23,34,2000,3000,75,95,0,800,Deep Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Malaysia is renowned for premium Musang King durians.,,
Durian,Indonesia,West Java,Asia,No,Commercial,Tropical,Rainy,December-March,22,34,1800,3000,70,95,0,700,Volcanic Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Indonesia has extensive commercial durian cultivation.,,
Durian,Vietnam,Ti?n Giang,Asia,No,Commercial,Tropical,Rainy,May-August,22,34,1600,2500,70,90,0,400,Alluvial Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Vietnam is rapidly expanding durian exports.,,
Durian,Philippines,Davao Region,Asia,No,Commercial,Tropical,Year-round,August-October,23,34,1800,2800,70,90,0,700,Fertile Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Yes,Davao is the country's leading durian-producing region.,,
Durian,India,Kerala,Asia,No,Commercial,Tropical,Monsoon,June-August,22,34,2000,3500,75,95,0,900,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Limited,Cultivated in humid regions of Kerala.,,
Durian,India,Karnataka,Asia,No,Commercial,Tropical,Monsoon,June-August,21,34,1200,2500,65,90,300,900,Red Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Limited,Small-scale commercial cultivation in the Western Ghats.,,
Durian,Sri Lanka,Sabaragamuwa,Asia,No,Commercial,Tropical,Monsoon,June-August,22,33,2000,3500,75,95,100,900,Well-drained Loamy Soil,High,Full Sun,Low,Medium,Low,Low,Medium,Orchard,Limited,Grown in humid tropical regions.,,
Durian,Australia,Queensland,Oceania,No,Commercial,Tropical,Summer,December-February,22,32,1200,2200,65,90,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Limited,Commercial cultivation is concentrated in tropical north Queensland.,,
